_bucket,id,ruling_id,source,issuing_country,jurisdiction,hs6,hs_code,chapter,product_name,material,material_composition,product_form,intended_use,conditional_rules,ruling_date,valid_from,valid_to,status,language,confidence_score,needs_manual_review,keywords,categories,collection,review_verdict,review_issue_category,review_notes
has_material,426205,GB114432118,eu_ebti,GB,EU,180690,1806907090,18,"A CHOCOLATE FLAVOURED SUPPLEMENT IN POWDER FORM TO BE MIXED WITH WATER OR MILK TO MAKE A HIGH CALORIE DRINK. INGREDIENTS : MALTODEXTRIN, WHEY PROTEIN CONCENTRATE, MILK POWDER (NON FAT), FRUCTOSE, COCO",plastic,,powdered,food,,,2005-08-15,2011-08-14,expired,en,0.62,false,"[""AS A SUPPLEMENT"",""AS POWDER"",""CHOCOLATE"",""FLAVOURED"",""FOR MIXING""]",,,,,
has_material,426206,GB114432216,eu_ebti,GB,EU,180690,1806907010,18,"A POWDERED SUPPLEMENT DRINK MIX CONSISTING OF : WHEY PROTEIN ISOLATE 92.58%, COCOA POWDER 1.00%, LYSOPHOSPHADYLCHOLINE, CMC GUM, XANTHAN GUM, POTASSIUM CHLORIDE, CHOCOLATE FLAVOUR, FUDGE FLAVOUR, VANI",plastic,,powdered,food,,,2005-08-15,2011-08-14,expired,en,0.62,false,"[""AS A SUPPLEMENT"",""AS POWDER"",""CHOCOLATE"",""FLAVOURED"",""FOR MIXING"",""PROTEIN CONCENTRATES""]",,,,,
has_material,426208,GB114445105,eu_ebti,GB,EU,611120,6111209000,61,A KNITTED ALL IN ONE VEST FOR BABIES. WITH SHORT SLEEVES. WITH A ROUND NECK. WITH POPPER FASTENING UNDER CROTCH. OF COTTON. PRESENTED AS PART OF A BOUQUET WITH ARTIFICIAL FLOWERS. THE GARMENTS ARE  FO,cotton,,knitted,,,,2005-08-15,2011-08-14,expired,en,0.62,false,"[""FOR BABIES"",""KNITTED"",""OF COTTON"",""VESTS"",""WITH PRESS FASTENERS""]",,,,,
has_material,426209,GB114447294,eu_ebti,GB,EU,611241,6112419000,61,A KNITTED CROCHET SWIMSUIT FOR WOMEN DESIGNED TO COVER THE UPPER PART OF THE BODY FROM THE SHOULDERS TO THE CROTCH. WITH HALTER NECK WHICH TIES AT THE BACK OF THE NECK. WITH V- NECKLINE WITH BOW DETAI,elastane,"{""elastane"":5,""polyamide"":95}",knitted,,,,2005-08-15,2011-08-14,expired,en,0.62,false,"[""FOR WOMEN"",""KNITTED"",""OF ELASTANE"",""OF POLYAMIDE"",""SWIMMING SUITS"",""TIES"",""WITH V-NECK""]",,,,,
has_material,426210,GB114452600,eu_ebti,GB,EU,610463,6104630000,61,"A CROCHETED PAIR OF SHORTS FOR WOMEN. DESIGNED TO COVER THE LOWER PART OF THE BODY. WITHOUT AN OPENING. WITH A TIE BELT WITH BELT LOOPS. LINED. 95% POLYAMIDE, 5% ELASTANE.",elastane,"{""elastane"":5,""polyamide"":95}",crocheted,accessories,,,2005-08-15,2011-08-14,expired,en,0.62,false,"[""CROCHETED"",""FOR WOMEN"",""LINED"",""OF MAN-MADE FIBRES"",""SHORTS"",""WITHOUT OPENING""]",,,,,
has_material,426211,GB114418206,eu_ebti,GB,EU,611120,6111209000,61,"A PAIR OF COTTON BABY SOCKS, PACKAGED TO LOOK LIKE   A SINGLE ROSEBUD, WITH A STEM AND LEAVES. THE SOCKS FORM THE FLOWER BUD. WRAPPED IN CELLOPHANE.",cotton,,,,,,2005-08-15,2011-08-14,expired,en,0.59,false,"[""FOR BABIES"",""KNITTED"",""OF COTTON"",""SOCKS""]",,,,,
has_material,426214,FR-E4-2005-001157,eu_ebti,FR,EU,650590,650590,65,"CASQUETTE AVEC VISIERE, EN TISSU 65% POLYESTER ET 35% COTON, DE COULEUR VERTE, AVEC LOGO PUBLICITAIRE SUR LE DEVANT.",polyester,,,,,,2005-04-26,2011-04-25,expired,fr,0.52,false,"[""COTTON"",""PEAKED CAPS"",""PEAKS"",""POLYESTERS"",""WOVEN FABRICS""]",,,,,
has_material,426219,GB114089880,eu_ebti,GB,EU,640399,6403999311,64,"UNISEX TRAINING SHOE.  UPPERS OF LEATHER, PLASTIC AND TEXTILE MATERIALS WHERE THE LEATHER PREDOMINATES.  NOT COVERING THE ANKLE.  OUTER SOLE OF RUBBER. INSOLE MEASUREMENT EXCEEDS 24CM.  SPECIAL TECHNO",leather,,,footwear,,,2005-05-09,2011-05-08,expired,en,0.59,false,"[""LACE-UPS"",""OF LEATHER"",""OF RUBBER"",""OUTER SOLE"",""SPECIAL TECHNOLOGY FOOTWEAR"",""TRAINING SHOES"",""UPPERS""]",,,,,
has_material,426222,GB114139308,eu_ebti,GB,EU,940490,9404909000,94,LUXURY WOOL FILLED MATTRESS TOPPER/UNDERLAY. WITH FLEECE (WOOL) PILE UPPER STITCHED INTO A COTTON COVER. DESIGNED TO FIT OVER A MATTRESS. PILE HEIGHT 25MM. MEASURES APPROX 1350MM X 1900MM. PACKAGED IN,cotton,,,packaging,,,2005-05-11,2011-05-10,expired,en,0.59,false,"[""DUVET COVERS"",""OF COTTON"",""QUILTS"",""STUFFED""]",,,,,
has_material,426272,GB114424116,eu_ebti,GB,EU,960820,9608200000,96,COLOUR WONDER PAPER PAD AND 6 COLOUR WONDER PENS.  THE PENS WILL ONLY WORK ON THE SPECIAL COLOUR WONDER PAPER.,paper,,,,,,2005-08-10,2011-08-09,expired,en,0.59,false,"[""FOR CHILDREN"",""MARKERS"",""PAPER"",""PENS"",""POROUS TIPPED""]",,,,,
has_material,426226,GB500111731,eu_ebti,GB,EU,330790,3307900000,33,"HOT WATER BOTTLE SHAPED ITEM WITH FABRIC OUTER AND COTTON INNER WHICH IS FILLED WITH WHEAT KERNELS. THE WHEAT KERNELS HAVE BEEN FRAGRANCED WITH LAVENDER. TO ACTIVATE THE WARMING FEATURE, THE INNER COT",cotton,,,packaging,,,2005-08-18,2011-08-17,expired,en,0.59,false,"[""FOR HEATING"",""FRAGRANCED"",""WHEAT""]",,,,,
has_material,426227,GB500116520,eu_ebti,GB,EU,620193,6201930000,62,A WOVEN WIND-JACKET FOR MEN. REACHING TO THE HIP. WITH A COMPLETE OPENING WITH A ZIP FASTENER AND A LEFT OVER RIGHT CLOSURE WITH VELCRO FASTENING. WITH A FLEECE COLLAR WITH A CONCEALED HOOD. WITH LONG,nylon,,woven,clothing,,,2005-08-18,2011-08-17,expired,en,0.62,false,"[""FOR MEN"",""HEMMED"",""LEFT OVER RIGHT"",""OF NYLON"",""WIND-JACKETS"",""WITH COLLAR"",""WITH COMPLETE OPENING"",""WITH DRAWSTRING"",""WITH HOOD"",""WITH LONG SLEEVES"",""WITH ZIP FASTENERS"",""WOVEN""]",,,,,
has_material,426231,GB114160225,eu_ebti,GB,EU,560900,5609000000,56,DOG TOY MADE MAINLY OF ROPE. A MADE-UP ARTICLE CONSISTING OF A PIECE OF PLAITED ROPE OF CONTRASTING COLOURS. WITH BONE-SHAPED ENDS OF RUBBER.,rubber,,,toy,,,2005-05-11,2011-05-10,expired,en,0.59,false,"[""ANIMAL TOYS"",""BONE-SHAPED"",""DOGS"",""IN CONTRASTING COLOURS"",""OF ROPE"",""OF RUBBER"",""PLAITED""]",,,,,
has_material,426477,GB114426208,eu_ebti,GB,EU,610620,6106200000,61,"A LADIES KNITTED BLOUSE.  WITH A ROUND NECKLINE DECORATED WITH SEQUINS. THE SLEEVES ARE SPLIT AND THERE IS A FASTENING AT THE BACK 95% VISCOSE, 5% ELASTANE.",viscose,"{""viscose"":95,""elastane"":5}",knitted,clothing,,,2005-08-11,2011-08-10,expired,en,0.62,false,"[""BLOUSES"",""FOR WOMEN"",""KNITTED"",""OF ELASTANE"",""OF VISCOSE""]",,,,,
has_material,426260,GB114448683,eu_ebti,GB,EU,620640,6206400000,62,A LADIES  WOVEN CAMISOLE BLOUSE REACHING DOWN TO BELOW THE WAIST.LACE V-NECK WITH SEQUINS AND AT THE BASE OF THE GARMENT.  WITHOUT SLEEVES AND THIN ADJUSTABLE STRAPS. OF MAN MADE FIBRES.,down,,woven,clothing,,,2005-08-23,2011-08-22,expired,en,0.62,false,"[""BLOUSES"",""FOR LADIES"",""WITH SHOULDER STRAPS"",""WITH V NECK"",""WOVEN""]",,,,,
has_material,426261,GB114449680,eu_ebti,GB,EU,732690,7326909890,73,A BUILDERS TRESTLE. MADE OF TUBULAR STEEL.,steel,,,,,,2005-08-23,2011-08-22,expired,en,0.52,false,"[""OF STEEL"",""TRESTLES"",""TUBES""]",,,,,
has_material,426262,GB114449778,eu_ebti,GB,EU,620293,6202930000,62,"A WOVEN WIND-JACKET FOR UNISEX. WITH A COMPLETE OPENING WITH A ZIP FASTENER TO TOP OF STAND UP COLLAR, WITH DRAWSTRINGS. WITH LONG SLEEVES, HEMMED AT SLEEVE ENDS WITH VELCRO TABS. CURVED HEM TO BASE O",nylon,,knitted,clothing,,,2005-08-23,2011-08-22,expired,en,0.62,false,"[""FOR UNISEX"",""HEMMED"",""LAMINATED"",""NOT PERCEPTIBLE TO THE NAKED EYE"",""OF NYLON"",""WIND-JACKETS"",""WITH COLLAR"",""WITH COMPLETE OPENING"",""WITH DRAWSTRINGS"",""WITH LONG SLEEVES"",""WITH ZIP FASTENER"",""WOVEN""]",,,,,
has_material,426274,GB500112434,eu_ebti,GB,EU,420212,4202129190,42,A EXECUTIVE CASE. WITH SEVERAL ZIPPED COMPARTMENTS FOR STORING PENS DOCUMENTS PASSPORTS ETC. WITH A PADDED COMPARTMENT FOR A LAPTOP COMPUTER WITH STORAGE FOR POWER SUPPLY KEYPADS ETC. WITH A CARRY HAN,nylon,,,textile,,,2005-08-10,2011-08-09,expired,en,0.59,false,"[""EXECUTIVE CASES"",""HANDLES"",""OF TEXTILE"",""WITH INSIDE COMPARTMENTS"",""WITH ZIP FASTENING""]",,,,,
has_material,426263,GB114449876,eu_ebti,GB,EU,611030,6110301000,61,A  LIGHTWEIGHT FINE KNIT TURTLE NECK PULLOVER FOR UNISEX.  DESIGNED TO COVER THE UPPER PART OF THE BODY FROM THE SHOULDERS TO THE HIP.   WITH SHORT SLEEVES.  WITH PANELS OF CONTRASTING COLOURED FABRIC,nylon,"{""nylon"":92,""elastane"":8}",,textile,,,2005-08-23,2011-08-22,expired,en,0.59,false,"[""FOR UNISEX"",""HEMMED"",""KNITTED"",""OF ELASTANE"",""OF NYLON"",""PANELS"",""PULLOVERS"",""WITH LOGO"",""WITH SHORT SLEEVES"",""WITH TURTLE NECK""]",,,,,
has_material,426264,GB114449974,eu_ebti,GB,EU,611030,6110301000,61,FINE KNIT PULLOVER FOR LADIES WITH TURTLE NECK.  INTENDED TO COVER THE UPPER PART OF THE BODY FROM THE SHOULDERS TO BELOW THE WAIST.  WITHOUT OPENING. WITH LONG SLEEVES WITH THUMB LOOPS. HEMMED AT THE,nylon,"{""nylon"":92,""elastane"":8}",,clothing,,,2005-08-23,2011-08-22,expired,en,0.59,false,"[""FOR LADIES"",""HEMMED"",""KNITTED"",""OF ELASTANE"",""OF NYLON"",""PANELS"",""PULLOVERS"",""WITH LOGO"",""WITH LONG SLEEVES"",""WITH TURTLE NECK""]",,,,,
has_material,426265,GB114450018,eu_ebti,GB,EU,611030,6110301000,61,A KNITTED PULLOVER FOR UNISEX. DESIGNED TO COVER THE UPPER PART OF THE BODY FROM THE SHOULDER TO THE HIPS. WITH A TURTLE NECK. WITH LONG SLEEVES. WITH NEOPRENE HIGH VISIBILITY PANELS ON THE SHOULDERS.,nylon,"{""nylon"":92,""elastane"":8}",knitted,clothing,,,2005-08-23,2011-08-22,expired,en,0.62,false,"[""FOR UNISEX"",""HEMMED"",""KNITTED"",""OF MAN-MADE FIBRES"",""PULLOVER"",""WITH LONG SLEEVES"",""WITH TURTLE NECK""]",,,,,
has_material,426266,GB114450116,eu_ebti,GB,EU,611030,6110301000,61,A KNITTED PULLOVER FOR UNISEX. DESIGNED TO COVER THE UPPER PART OF THE BODY FROM THE SHOULDER TO THE HIPS. WITH A TURTLE NECK. WITH SHORT SLEEVES. WITH NEOPRENE HIGH VISIBILITY PANELS ON THE SHOULDERS,nylon,"{""nylon"":92,""elastane"":8}",knitted,clothing,,,2005-08-23,2011-08-22,expired,en,0.62,false,"[""FOR UNISEX"",""HEMMED"",""KNITTED"",""LIGHTWEIGHT"",""OF MAN-MADE FIBRES"",""PULLOVER"",""WITH SHORT SLEEVES"",""WITH TURTLE NECK""]",,,,,
has_material,426267,GB114457486,eu_ebti,GB,EU,392190,3921903000,39,SYNTHETIC PHENOLIC RESIN BONDED PLASTIC WITH FABRIC REINFORCEMENTS. HIGH PRESSURE LAMINATE AND IS MADE BY IMPREGNATING LAYERS OF FABRIC REINFORCEMENTS MATERIAL WITH SYNTHETIC PHENOLIC RESIN. THIS MATE,plastic,,,textile,,,2005-08-23,2011-08-22,expired,en,0.59,false,"[""PHENOLIC RESINS"",""SHEETS""]",,,,,
has_material,426269,GB114449582,eu_ebti,GB,EU,621040,6210400000,62,"A WOVEN ANORAK FOR MEN. WITH A COMPLETE OPENING WITH A ZIP FASTENER AND A LEFT OVER RIGHT CLOSURE WITH VELCRO FASTENING. WITH A STAND UP COLLAR WITH A DRAWSTSRING. WITH LONG SLEEVES, HEMMED AT SLEEVE",polyester,,woven,,,,2005-08-23,2011-08-22,expired,en,0.62,false,"[""ANORAKS"",""COATED"",""FOR MEN"",""HEMMED"",""LEFT OVER RIGHT"",""OF POLYESTER"",""OF POLYURETHANE"",""PERCEPTIBLE TO THE NAKED EYE"",""WITH COLLAR"",""WITH DRAWSTRINGS"",""WITH LONG SLEEVES"",""WITH VELCRO"",""WITH ZIP FASTENERS"",""WOVEN""]",,,,,
has_material,427923,GB114463788,eu_ebti,GB,EU,650610,6506101000,65,"A MOTORCYCLE CRASH HELMET OF POLYCARBONATE. WITH AN ADJUSTABLE VISOR. PACKAGED IN A NON-WOVEN DRAWSTRING BAG, INSIDE A CARDBOARD BOX, WITH BOOKLET AND SPARES.",polycarbonate,,woven,packaging,,,2005-09-01,2011-08-31,expired,en,0.62,false,"[""MOTOR CYCLISTS HELMETS"",""POLYCARBONATES"",""WITH CHINSTRAP""]",,,,,
has_material,426289,IE05NT-14-1005,eu_ebti,IE,EU,420212,4202129190,42,"A BRIEFCASE TYPE CONTAINER WITH AN OUTER SURFACE OF WOVEN POLYESTER FABRIC, WITH A TEXTILE HANDLE ATTACHED, IT HAS A ZIP CLOSURE ON THREE SIDES, THE INSIDE OF THE CONTAINER CONSISTS OF A TWO RING BIND",polyester,,woven,packaging,,,2005-08-09,2011-08-08,expired,en,0.62,false,"[""BRIEFCASES"",""BUSINESS CARD HOLDERS"",""OF POLYESTER"",""OUTER SURFACE"",""RING BINDERS"",""WITH HANDLE"",""WITH INSIDE POCKET"",""WITH ZIP FASTENER""]",,,,,
has_material,426290,IE05NT-14-1028,eu_ebti,IE,EU,611030,6110309900,61,"A KNITTED GARMENT, FOR UNISEX, INTENDED TO COVER THE UPPER PART OF THE BODY REACHING DOWN TO BELOW THE WAIST, OF 100% POLYESTER, WITH FLEECE OUTER SURFACE, WITH HOOD, WITH CLOSE FITTING ROUND NECK, HE",polyester,"{""polyester"":100}",knitted,clothing,,,2005-08-10,2011-08-09,expired,en,0.62,false,"[""GARMENTS"",""KNITTED"",""POLYESTER"",""PULLOVERS"",""UPPER PARTS"",""WITH HOOD"",""WITH LONG SLEEVES""]",,,,,
has_material,426310,FR-E4-2005-001350,eu_ebti,FR,EU,611030,611030,61,"VETEMENT DESTINE A RECOUVRIR LA PARTIE SUPERIEURE DU CORPS, GENRE GILET, EN ETOFFE DE BONNETERIE 100% POLYESTER ASPECT POLAIRE DOUBLE FACE, DESCENDANT AUX HANCHES, NON RECONNAISSABLE COMME ETANT POUR",polyester,,,,,,2005-04-15,2011-04-14,expired,fr,0.52,false,"[""KNITTED OR CROCHETED FABRICS"",""POLAR FLEECE"",""POLYESTERS"",""WAISTCOATS"",""WITH COMPLETE OPENING"",""WITH LAPELS"",""WITH LONG SLEEVES"",""WITH POCKET"",""WITH TURTLE NECK"",""WITH ZIP FASTENER""]",,,,,
has_material,426311,FR-E4-2005-000881,eu_ebti,FR,EU,420292,42029298,42,"ETUI A BOUTEILLE, RIGIDE, A SURFACE EXTERIEURE EN MATIERE TEXTILE, 100% TERYLENE ASPECT SUEDE, DE FORME PARALLEPIPEDIQUE, AVEC UNE ANSE ET UN COUVERCLE FERMANT PAR UN BOUTON PRESSION.",suede,,,textile,,,2005-03-17,2011-03-16,expired,fr,0.55,false,"[""BOTTLES"",""BOXES"",""LIDS"",""OF TEXTILE MATERIAL"",""POLYESTERS"",""WITH BUTTON"",""WITH CARRYING HANDLE"",""BAGS"",""WITH INNER SURFACE"",""WITH OUTER SURFACE""]",,,,,
has_material,426312,FR-E4-2005-001154,eu_ebti,FR,EU,420292,420292,42,"PORTE-MENU, EN POLYURETHANE, AVEC FEUILLETS EN PAPIER, DIMENSION  L 32 X l 24 CM, DESSIN ET LOGO PUBLICITAIRE SUR LA FACE EXTERIEURE GAUCHE.",polyurethane,,,,,,2005-04-26,2011-04-25,expired,fr,0.52,false,"[""PAPER"",""POLYURETHANES""]",,,,,
has_material,426313,FR-E4-2005-001153,eu_ebti,FR,EU,420292,420292,42,"PORTE-CARTE COCKTAIL, EN POLYURETHANE, AVEC FEUILLETS EN PAPIER, DIMENSION L 26,5 X l 17,5 CM, DESSIN ET LOGO PUBLICITAIRE SUR LA FACE EXTERIEURE GAUCHE.",polyurethane,,,,,,2005-04-26,2011-04-25,expired,fr,0.52,false,"[""PAPER"",""POLYURETHANES""]",,,,,
has_material,426315,FR-E4-2005-001516,eu_ebti,FR,EU,611020,6110209900,61,"VETEMENT DESTINE A RECOUVRIR LA PARTIE SUPERIEURE DU CORPS, GENRE PULLOVER, EN ETOFFE DE BONNETERIE 100% COTON, COMPORTANT UNE ENCOLURE RONDE AVEC UN COL ROULE TRICOTE, DES MANCHES LONGUES AUX EXTREMI",tulle,,,,,,2005-04-29,2011-04-28,expired,fr,0.59,false,"[""AT THE FRONT"",""BACK"",""COTTON"",""EMBROIDERY"",""KNITTED"",""KNITTED OR CROCHETED FABRICS"",""PEARLS"",""PULLOVERS"",""TULLES"",""WITH HEM"",""WITH LONG SLEEVES"",""WITH ROLL NECK"",""WITH ROUND NECK"",""WITH SPANGLES""]",,,,,
has_material,426316,FR-E4-2005-001487,eu_ebti,FR,EU,670290,6702900000,67,"FLEUR ARTIFICIELLE, EN TISSU 100% POLYESTER, MONTEE SUR ACCROCHE EN METAL.",polyester,"{""polyester"":100}",,,,,2005-04-28,2011-04-27,expired,fr,0.59,false,"[""ARTIFICIAL FLOWERS"",""BROOCHES"",""POLYESTERS"",""WITH CLIP"",""WITH METAL"",""WOVEN FABRICS""]",,,,,
has_material,426324,FR-E4-2005-003611,eu_ebti,FR,EU,620332,6203329000,62,"VETEMENT DESTINE A RECOUVRIR LE HAUT DU CORPS, GENRE VESTE, POUR HOMME, EN TISSU 60% COTON ET 40% POLYESTER, COMPORTANT UN COL CHEMISIER, DES MANCHES LONGUES DONT LES EXTREMITES ONT UN BOUTON, UNE OUV",polyester,"{""polyester"":40}",,,,,2005-08-05,2011-08-04,expired,fr,0.59,false,"[""AT THE FRONT"",""COTTON"",""FOR MEN"",""JACKETS"",""POLYESTERS"",""VELCRO STRAPS"",""WITH BUTTON"",""WITH COLLAR"",""WITH COMPLETE OPENING"",""WITH HEM"",""WITH LONG SLEEVES"",""WITH POCKET"",""WITH PROTECTIVE FLAP"",""WOVEN FABRICS""]",,,,,
has_material,426325,GB114448781,eu_ebti,GB,EU,620640,6206400000,62,"WOMENS 100% POLYESTER HIP LENGTH WOVEN BLOUSE WITH SHOULDER STRAPS. GARMENT HAS AN UNDER THE BUST SEAM AND A FALSE LACE-UP OPENING AT CHEST LEVEL. DECORATED WITH LACE ON THE FRONT,  AROUND THE BASE AN",polyester,"{""polyester"":100}",woven,clothing,,,2005-08-23,2011-08-22,expired,en,0.62,false,"[""BLOUSE"",""FOR WOMEN"",""HIP LENGTH"",""OF LACE"",""OF MAN MADE FIBRE"",""WITH DECORATION"",""WITH SHOULDER STRAPS"",""GARMENTS"",""WITHOUT OPENING"",""WOVEN""]",,,,,
has_material,426326,GB114449190,eu_ebti,GB,EU,611030,6110309900,61,A KNITTED CAMISOLE VEST STYLE GARMENT FOR WOMEN.  INTENDED TO COVER THE UPPER PART OF THE BODY REACHING DOWN TO THE HIPS.   WITH NARROW SHOULDER STRAPS.  V-NECK WITHOUT OPENING. DECORATED WITH SEQUINS,down,,knitted,clothing,,,2005-08-23,2011-08-22,expired,en,0.62,false,"[""CAMISOLE"",""FOR WOMEN"",""KNITTED"",""PULLOVERS"",""TO THE HIP"",""WITHOUT OPENING"",""WITHOUT SLEEVES""]",,,,,
has_material,426327,GB114452404,eu_ebti,GB,EU,620630,6206300090,62,A WOVEN SHIRT-BLOUSE FOR WOMEN. DESIGNED TO COVER THE UPPER PART OF THE BODY FROM THE SHOULDERS TO BELOW THE WAIST. WITH COMPLETE FRONT OPENING FASTENED BY BUTTONS RIGHT OVER LEFT. WITH ROUND NECK COL,cotton,"{""polyester"":45}",woven,clothing,,,2005-08-23,2011-08-22,expired,en,0.62,false,"[""FOR WOMEN"",""OF COTTON"",""OF POLYESTER"",""RIGHT OVER LEFT"",""SHIRT-BLOUSES"",""WITH BUTTON FASTENING"",""WITH COLLAR"",""WITH COMPLETE OPENING"",""WITH LONG SLEEVES"",""WOVEN""]",,,,,
has_material,426328,FR-E4-2005-001365-1,eu_ebti,FR,EU,420232,42023290,42,"LOT DE DIVERS OBJETS CONFECTIONNÉS EN MATIÈRE TEXTILE(100% NYLON) CONDITIONNÉS ENSEMBLE POUR LA VENTE AU DÉTAIL, CHACUN FAISANT L'OBJET D'UN CLASSEMENT SÉPARÉ: - PORTE CARTES ET PAPIERS, DE DIMENSI",nylon,"{""nylon"":100}",,textile,,,2005-04-21,2011-04-20,expired,fr,0.55,false,"[""CREDIT CARD HOLDERS"",""NYLON"",""OF TEXTILE MATERIAL"",""POCKET-SIZED"",""PUT UP FOR RETAIL SALE"",""TEXTILE ARTICLES"",""WALLETS"",""WITH HANDLE"",""WITH ZIP FASTENER""]",,,,,
has_material,426329,FR-E4-2005-001365-1,eu_ebti,FR,EU,001365,001365,42,"LOT DE DIVERS OBJETS CONFECTIONNÉS EN MATIÈRE TEXTILE(100% NYLON) CONDITIONNÉS ENSEMBLE POUR LA VENTE AU DÉTAIL, CHACUN FAISANT L'OBJET D'UN CLASSEMENT SÉPARÉ: - PORTE CARTES ET PAPIERS, DE DIMENSI",nylon,"{""nylon"":100}",,textile,,,2005-04-21,2011-04-20,expired,fr,0.52,false,"[""CREDIT CARD HOLDERS"",""NYLON"",""OF TEXTILE MATERIAL"",""POCKET-SIZED"",""PUT UP FOR RETAIL SALE"",""TEXTILE ARTICLES"",""WALLETS"",""WITH HANDLE"",""WITH ZIP FASTENER""]",,,,,
has_material,426330,FR-E4-2005-001365-3,eu_ebti,FR,EU,630790,63079099,63,"LOT DE DIVERS OBJETS CONFECTIONNÉS EN MATIÈRE TEXTILE(100% NYLON) CONDITIONNÉS ENSEMBLE POUR LA VENTE AU DÉTAIL, CHACUN FAISANT L'OBJET D'UN CLASSEMENT SÉPARÉ: - PORTE CARTES ET PAPIERS. CF RTC FR-",nylon,"{""nylon"":100}",,textile,,,2005-04-21,2011-04-20,expired,fr,0.55,false,"[""EYES"",""FINE KNIT FABRICS"",""GOODS PUT UP IN SETS"",""MASKS"",""NYLON"",""OF TEXTILE MATERIAL"",""WITH ELASTIC"",""WITH LINING""]",,,,,
has_material,426331,FR-E4-2005-001365-3,eu_ebti,FR,EU,001365,001365,63,"LOT DE DIVERS OBJETS CONFECTIONNÉS EN MATIÈRE TEXTILE(100% NYLON) CONDITIONNÉS ENSEMBLE POUR LA VENTE AU DÉTAIL, CHACUN FAISANT L'OBJET D'UN CLASSEMENT SÉPARÉ: - PORTE CARTES ET PAPIERS. CF RTC FR-",nylon,"{""nylon"":100}",,textile,,,2005-04-21,2011-04-20,expired,fr,0.52,false,"[""EYES"",""FINE KNIT FABRICS"",""GOODS PUT UP IN SETS"",""MASKS"",""NYLON"",""OF TEXTILE MATERIAL"",""WITH ELASTIC"",""WITH LINING""]",,,,,
has_material,426332,FR-E4-2005-001365-2,eu_ebti,FR,EU,420232,42023290,42,"LOT DE DIVERS OBJETS CONFECTIONNÉS EN MATIÈRE TEXTILE (100% NYLON) CONDITIONNÉS ENSEMBLE POUR LA VENTE AU DÉTAIL, CHACUN FAISANT L'OBJET D'UN CLASSEMENT SÉPARÉ: - PORTE CARTES ET PAPIERS. CF RTC FR",nylon,"{""nylon"":100}",,textile,,,2005-04-21,2011-04-20,expired,fr,0.55,false,"[""ETUIS"",""FOR LUGGAGE"",""LABELS"",""NYLON"",""OF TEXTILE MATERIAL"",""PUT UP FOR RETAIL SALE""]",,,,,
has_material,426333,FR-E4-2005-001365-2,eu_ebti,FR,EU,001365,001365,42,"LOT DE DIVERS OBJETS CONFECTIONNÉS EN MATIÈRE TEXTILE (100% NYLON) CONDITIONNÉS ENSEMBLE POUR LA VENTE AU DÉTAIL, CHACUN FAISANT L'OBJET D'UN CLASSEMENT SÉPARÉ: - PORTE CARTES ET PAPIERS. CF RTC FR",nylon,"{""nylon"":100}",,textile,,,2005-04-21,2011-04-20,expired,fr,0.52,false,"[""ETUIS"",""FOR LUGGAGE"",""LABELS"",""NYLON"",""OF TEXTILE MATERIAL"",""PUT UP FOR RETAIL SALE""]",,,,,
has_material,426336,FR-E4-2005-001369,eu_ebti,FR,EU,630790,63079099,63,"MASQUE DE REPOS POUR LES YEUX, CONFECTIONNÉ EN TISSU DE FIBRES SYNTHÉTIQUES (100% POLYESTER) DOUBLÉ D'ÉTOFFE DE BONNETERIE, ORNÉ SUR TOUT LE POURTOUR D'UN VOLANT DE TISSU, SE FIXANT AUTOUR DE LA TÊTE",polyester,"{""polyester"":100}",,,,,2005-04-21,2011-04-20,expired,fr,0.55,false,"[""ELASTIC"",""EYES"",""FINE KNIT FABRICS"",""MASKS"",""OF PLASTICS"",""ON ONE SIDE"",""PRINTED"",""STRIPS"",""WITH LINING""]",,,,,
has_material,426339,GB114452893,eu_ebti,GB,EU,621133,6211331000,62,"A WOVEN INDUSTRIAL LAB COAT FOR MEN. REACHING TO BELOW MID-THIGH. WITH A COMPLETE OPENING WITH A LEFT OVER RIGHT CLOSURE WITH PRESS STUDS. WITH LONG SLEEVES, HEMMED AT SLEEVE ENDS,   WITH  POCKETS  TO",cotton,"{""polyester"":65}",woven,clothing,,,2005-08-23,2011-08-22,expired,en,0.62,false,"[""COATS"",""FOR LABORATORY USE"",""HEMMED"",""LEFT OVER RIGHT"",""OF COTTON"",""OF POLYESTER"",""WITH COLLAR"",""WITH COMPLETE OPENING"",""WITH LONG SLEEVES"",""WITH POCKETS"",""WITH PRESS FASTENERS"",""WOVEN""]",,,,,
has_material,426340,GB114455394,eu_ebti,GB,EU,610443,6104430000,61,A KNITTED DRESS. DESIGNED TO COVER THE UPPER PART OF THE BODY FROM THE SHOULDERS TO THE KNEE. WITH ADJUSTABLE SHOULDER STRAPS. WITH A V-NECKLINE. WITH  LACE TRIM AND APPLIED BOW. WITH EMBROIDERY ON TH,polyester,"{""rayon"":33,""spandex"":6,""polyester"":61}",knitted,clothing,,,2005-08-23,2011-08-22,expired,en,0.62,false,"[""ADJUSTABLE"",""DRESS"",""FOR WOMEN"",""HEMMED"",""KNITTED"",""LACE"",""OF MAN-MADE FIBRES"",""SHOULDERS STRAPS"",""WITH V-NECK""]",,,,,
